,ID,map,folder,image,cir0_x,cir0_y,cir0_r,cir1_x,cir1_y,cir1_r,cir2_x,cir2_y,cir2_r,cir3_x,cir3_y,cir3_r,cir4_x,cir4_y,cir4_r,numCircles,TimeStamp,season
4477,4478,WE,Staging-Mirage,EndZone_674.png ,350,654,22,330,658,45,318,634,91,286,640,147,440,636,302,5,2023_11_15 10:09:16,18
4478,4479,WE,Tree,EndZone_675.png ,318,832,21,306,846,45,344,858,92,382,818,149,464,688,303,5,2023_11_15 10:09:53,18
4479,4480,WE,Lava Siphon,EndZone_677.png ,516,892,22,532,904,44,568,888,91,580,834,148,596,682,303,5,2023_11_15 10:11:01,18
4480,4481,WE,Survey-Epicenter,EndZone_679 (2).png ,564,152,22,552,166,45,520,194,91,490,244,149,548,388,303,5,2023_11_15 10:12:08,18
4481,4482,WE,Launch Site,EndZone_68.png ,638,878,22,638,876,46,598,880,91,592,822,149,572,668,301,5,2024_03_24 15:09:37,18
4482,4483,SP,Jurassic,EndZone_681.png ,548,658,20,546,674,40,542,634,81,568,610,151,592,456,306,5,2023_11_15 10:13:24,18
4483,4484,WE,Thermal Station,EndZone_682.png ,214,716,22,230,724,46,246,698,90,226,660,147,378,660,301,5,2023_11_15 10:14:01,18
4484,4485,WE,Climatizer,EndZone_684.png ,690,166,23,676,186,46,674,232,90,638,276,147,628,430,303,5,2023_11_15 10:14:59,18
4485,4486,WE,Monument,EndZone_685.png ,500,356,23,488,368,46,496,344,91,524,316,147,518,470,301,5,2023_11_15 10:15:37,18
4486,4487,WE,Launch Site,EndZone_686.png ,598,952,22,578,942,46,538,920,91,522,866,148,530,714,303,5,2023_11_15 10:16:15,18
4487,4488,WE,Stacks-Maude,EndZone_687.png ,706,784,22,720,778,46,722,742,92,706,692,149,582,600,301,5,2023_11_15 10:16:53,18
4488,4489,SP,Wall,EndZone_689 (2).png ,616,58,20,608,76,40,582,106,81,602,174,151,610,330,305,5,2023_11_15 10:18:00,18
4489,4490,SP,Mill,EndZone_69 (2).png ,134,522,20,154,526,41,192,532,80,260,514,151,392,432,305,5,2024_03_24 15:10:10,18
4490,4491,WE,Tree,EndZone_69.png ,404,842,22,392,824,44,392,828,90,434,794,148,522,670,301,5,2023_11_07 08:55:42,18
4491,4492,SP,Mill,EndZone_692.png ,194,386,20,202,402,40,202,402,81,272,414,149,402,498,304,5,2023_11_15 10:19:29,18
4492,4493,SP,Storm Catcher,EndZone_693.png ,798,338,20,792,354,40,758,358,81,706,408,151,554,388,305,5,2023_11_15 10:20:07,18
4493,4494,WE,SkyW-Trials,EndZone_694.png ,314,264,23,328,248,45,366,250,92,334,296,147,376,442,303,5,2023_11_15 10:20:45,18
4494,4495,WE,Thermal Station,EndZone_695.png ,214,716,22,230,724,46,246,698,90,226,660,147,378,660,301,5,2023_11_15 10:21:23,18
4495,4496,SP,Wall,EndZone_698.png ,590,204,19,580,200,43,558,228,81,566,298,151,512,444,306,5,2023_11_15 10:23:08,18
4496,4497,SP,Barometer,EndZone_699.png ,314,762,20,332,754,41,346,716,80,356,648,150,438,516,306,5,2023_11_15 10:23:46,18
4497,4498,SP,Cenote,EndZone_7.png ,134,674,20,134,674,40,166,652,80,236,646,149,376,580,305,5,2024_03_24 14:36:19,18
4498,4499,WE,Geyser,EndZone_70 (2).png ,680,514,22,704,516,45,680,494,91,690,524,149,544,480,303,5,2024_03_24 15:10:43,18
4499,4500,SP,Lightning Rode,EndZone_70.png ,904,244,20,886,252,40,856,280,81,786,292,150,634,320,305,5,2023_11_07 08:56:19,18
4500,4501,SP,Beast,EndZone_703.png ,194,290,20,208,304,41,214,310,80,264,358,151,418,372,306,5,2023_11_15 10:26:11,18
4501,4502,WE,Thermal Station,EndZone_704.png ,254,784,22,254,774,45,292,756,91,328,718,148,426,600,303,5,2023_11_15 10:26:48,18
4502,4503,WE,FragE-NoName,EndZone_705 (2).png ,678,466,22,674,470,46,704,496,91,650,504,148,564,626,303,5,2023_11_15 10:27:26,18
4503,4504,SP,Lightning Rode,EndZone_706.png ,916,288,20,898,292,40,858,296,79,796,328,149,694,446,305,5,2023_11_15 10:28:04,18
4504,4505,SP,Devastated-Coast,EndZone_707.png ,780,800,20,770,784,40,732,766,81,722,698,149,594,610,306,5,2023_11_15 10:28:42,18
4505,4506,SP,Beast,EndZone_708 (2).png ,190,364,20,206,354,40,246,354,81,316,360,149,430,462,305,5,2023_11_15 10:29:20,18
4506,4507,WE,SkyW-Trials,EndZone_709.png ,310,164,21,330,174,46,338,216,91,336,274,147,400,414,303,5,2023_11_15 10:29:58,18
4507,4508,WE,Tree,EndZone_71.png ,466,916,23,480,918,45,518,910,91,508,854,149,436,720,302,5,2024_03_24 15:11:15,18
4508,4509,SP,Northpad,EndZone_710.png ,382,168,20,374,186,40,390,222,81,436,276,151,530,398,306,5,2023_11_15 10:30:36,18
4509,4510,WE,Lava Siphon,EndZone_711.png ,646,786,22,654,798,46,616,798,92,660,772,147,558,654,302,5,2023_11_15 10:31:13,18
4510,4511,SP,Checkpoint,EndZone_712.png ,264,350,21,272,366,40,280,402,80,348,408,149,502,400,306,5,2023_11_15 10:31:51,18
4511,4512,SP,Mill,EndZone_714.png ,104,382,21,126,376,41,164,382,80,216,430,151,368,466,305,5,2023_11_15 10:33:07,18
4512,4513,WE,Climatizer,EndZone_715.png ,732,200,23,728,220,45,708,260,91,680,312,147,624,454,302,5,2023_11_15 10:33:45,18
4513,4514,SP,Cascade Balls,EndZone_716 (2).png ,694,594,20,678,594,40,702,620,81,638,626,151,598,474,306,5,2023_11_15 10:34:23,18
4514,4515,WE,Stacks-Maude,EndZone_719.png ,724,868,23,736,852,46,716,816,90,668,784,148,602,646,301,5,2023_11_15 10:36:20,18
4515,4516,WE,Countdown,EndZone_720.png ,360,346,21,356,362,44,320,364,91,282,400,147,376,520,303,5,2023_11_15 10:36:57,18
4516,4517,SP,Wall,EndZone_722.png ,614,42,20,616,60,41,610,102,80,610,172,151,558,316,306,5,2023_11_15 10:38:25,18
4517,4518,SP,Cascade Balls,EndZone_726 (2).png ,702,404,19,706,402,41,688,382,80,698,444,151,544,454,306,5,2023_11_15 10:41:30,18
4518,4519,SP,Jurassic,EndZone_728.png ,556,630,19,558,634,40,540,662,82,496,626,149,590,502,305,5,2023_11_15 10:42:58,18
4519,4520,SP,Beast,EndZone_729.png ,102,266,20,120,276,41,160,284,80,226,302,149,374,348,306,5,2023_11_15 10:43:36,18
4520,4521,WE,Stacks-Maude,EndZone_73.png ,716,852,23,714,834,44,722,790,92,694,744,149,566,658,301,5,2024_03_24 15:12:21,18
4521,4522,SP,Ceto-Station,EndZone_731.png ,396,520,19,384,532,41,388,532,81,320,530,151,446,438,306,5,2023_11_15 10:45:04,18
4522,4523,SP,Storm Catcher,EndZone_732.png ,764,448,19,752,456,40,742,478,81,676,462,150,542,540,305,5,2023_11_15 10:45:41,18
4523,4524,WE,Harvester,EndZone_733.png ,460,762,22,464,752,46,492,766,91,470,784,149,390,654,301,5,2023_11_15 10:46:20,18
4524,4525,WE,Thermal Station,EndZone_734.png ,232,736,22,240,732,46,256,770,91,300,734,149,358,592,301,5,2023_11_15 10:46:57,18
4525,4526,WE,Survey-Epicenter,EndZone_735.png ,602,140,22,584,152,44,578,198,91,554,248,147,486,384,302,5,2023_11_15 10:47:35,18
4526,4527,SP,Bean,EndZone_736.png ,298,500,20,298,508,40,288,530,82,344,492,151,492,538,306,5,2023_11_15 10:48:13,18
4527,4528,SP,Mill,EndZone_737.png ,198,392,20,204,408,40,204,410,80,272,426,151,420,478,305,5,2023_11_15 10:48:51,18
4528,4529,SP,Jurassic,EndZone_738.png ,584,628,20,588,644,40,588,662,80,560,608,151,500,464,306,5,2023_11_15 10:49:29,18
4529,4530,WE,Launch Site,EndZone_739.png ,524,954,22,532,930,46,510,898,90,480,852,149,484,698,302,5,2023_11_15 10:50:06,18
4530,4531,WE,Survey-Epicenter,EndZone_74.png ,586,238,21,604,236,47,638,254,91,628,310,147,506,400,302,5,2024_03_24 15:12:54,18
4531,4532,WE,Survey-Epicenter,EndZone_740.png ,546,196,22,526,190,44,496,220,91,494,274,147,470,426,303,5,2023_11_15 10:50:44,18
4532,4533,WE,Stacks-Maude,EndZone_741.png ,730,750,22,706,750,44,738,742,91,686,720,148,622,580,301,5,2023_11_15 10:51:22,18
4533,4534,WE,Staging-Mirage,EndZone_743.png ,352,668,21,352,668,45,372,634,91,334,646,148,366,504,303,5,2023_11_15 10:52:29,18
4534,4535,SP,Barometer,EndZone_746.png ,424,764,19,426,750,40,402,720,80,396,650,151,418,498,304,5,2023_11_15 10:54:07,18
4535,4536,SP,Coastal,EndZone_749.png ,542,880,20,530,864,40,522,824,79,526,756,151,464,612,305,5,2023_11_15 10:55:23,18
4536,4537,SP,Beast,EndZone_75.png ,152,268,20,168,278,40,198,304,80,262,336,151,400,406,305,5,2024_03_24 15:13:27,18
4537,4538,WE,Survey-Epicenter,EndZone_750.png ,520,150,22,526,170,46,520,212,90,534,266,148,440,388,302,5,2023_11_15 10:56:01,18
4538,4539,SP,Northpad,EndZone_751.png ,408,246,19,396,250,40,432,256,81,464,312,151,542,446,305,5,2023_11_15 10:56:39,18
4539,4540,SP,Barometer,EndZone_752.png ,424,702,20,442,706,40,460,690,79,434,632,150,434,478,305,5,2023_11_15 10:57:17,18
4540,4541,SP,Wall,EndZone_753.png ,558,156,20,572,160,40,570,200,79,578,268,151,612,420,306,5,2023_11_15 10:57:55,18
4541,4542,WE,Thermal Station,EndZone_754.png ,160,648,21,160,648,44,156,690,90,210,696,147,350,634,302,5,2023_11_15 10:58:33,18
4542,4543,WE,Thermal Station,EndZone_755.png ,252,808,21,242,790,46,262,762,90,240,720,148,336,600,303,5,2023_11_15 10:59:11,18
4543,4544,SP,Lightning Rode,EndZone_756.png ,864,164,20,854,180,40,836,216,80,778,256,151,708,396,305,5,2023_11_15 10:59:49,18
4544,4545,WE,Survey-Epicenter,EndZone_757.png ,626,398,22,608,410,45,570,432,92,574,436,147,446,516,301,5,2023_11_15 11:00:26,18
4545,4546,SP,Storm Catcher,EndZone_759.png ,728,440,19,716,440,40,686,448,80,716,478,151,564,444,305,5,2023_11_15 11:01:43,18
4546,4547,SP,Northpad,EndZone_76.png ,210,136,20,222,152,40,242,186,80,274,248,150,340,388,306,5,2024_03_24 15:14:00,18
4547,4548,WE,Countdown,EndZone_761.png ,244,404,22,238,402,46,280,426,90,326,404,148,442,504,302,5,2023_11_15 11:02:50,18
4548,4549,WE,Geyser,EndZone_765.png ,674,528,22,652,528,44,636,550,91,652,560,148,524,480,302,5,2023_11_15 11:05:05,18
4549,4550,WE,Lava Fissure,EndZone_766.png ,194,488,22,198,494,45,204,456,92,248,474,147,390,530,302,5,2023_11_15 11:05:43,18
4550,4551,SP,Beast,EndZone_767.png ,106,344,20,122,352,41,152,376,80,222,386,151,348,478,306,5,2023_11_15 11:06:21,18
4551,4552,SP,Launchpad,EndZone_769.png ,814,710,20,796,704,40,758,694,80,732,630,150,614,526,306,5,2023_11_15 11:07:19,18
4552,4553,SP,Beast,EndZone_77.png ,112,360,20,132,364,41,160,388,80,232,390,151,362,472,306,5,2024_03_24 15:14:34,18
4553,4554,WE,Stacks-Maude,EndZone_772.png ,722,726,22,722,708,44,722,748,92,676,770,148,580,650,302,5,2023_11_15 11:08:56,18
4554,4555,WE,Stacks-Maude,EndZone_775.png ,768,850,23,756,834,46,750,790,92,714,746,149,580,672,303,5,2023_11_15 11:10:24,18
4555,4556,SP,Checkpoint,EndZone_776.png ,302,370,20,314,364,40,344,344,80,390,380,150,544,408,305,5,2023_11_15 11:11:02,18
4556,4557,WE,Harvester,EndZone_777.png ,382,610,22,390,596,44,408,612,91,390,592,149,392,680,303,5,2023_11_15 11:11:40,18
4557,4558,SP,Jurassic,EndZone_778.png ,548,650,19,540,644,40,544,680,80,598,674,151,498,554,305,5,2023_11_15 11:12:18,18
4558,4559,SP,Storm Catcher,EndZone_779.png ,798,352,19,798,352,40,760,338,80,706,382,149,552,382,307,5,2023_11_15 11:12:56,18
4559,4560,WE,SkyW-Trials,EndZone_78 (2).png ,290,134,23,298,156,45,332,186,91,334,244,147,332,398,303,5,2024_03_24 15:15:06,18
4560,4561,WE,FragE-NoName,EndZone_78.png ,704,490,22,696,498,45,670,464,91,630,438,147,496,510,302,5,2023_11_07 09:02:30,18
4561,4562,WE,Geyser,EndZone_780.png ,664,696,22,656,710,44,640,700,91,644,644,149,494,654,301,5,2023_11_15 11:13:34,18
4562,4563,SP,Bean,EndZone_781.png ,296,500,20,284,504,40,272,540,81,342,520,151,470,436,306,5,2023_11_15 11:14:12,18
4563,4564,WE,Harvester,EndZone_782.png ,420,760,22,418,752,45,398,734,92,420,690,148,522,596,303,5,2023_11_15 11:14:50,18
4564,4565,SP,Launchpad,EndZone_783.png ,782,668,20,762,672,40,728,654,81,690,594,149,564,504,306,5,2023_11_15 11:15:28,18
4565,4566,WE,SkyW-Trials,EndZone_785.png ,334,268,23,322,276,46,360,258,91,356,312,147,354,464,303,5,2023_11_15 11:16:36,18
4566,4567,SP,Launchpad,EndZone_788.png ,766,614,20,752,604,40,718,620,80,662,576,149,572,450,306,5,2023_11_15 11:18:13,18
4567,4568,WE,Lava Fissure,EndZone_79.png ,132,482,22,134,498,46,132,536,92,180,508,148,324,562,301,5,2024_03_24 15:15:39,18
4568,4569,SP,Pylon,EndZone_790.png ,608,744,19,618,744,40,620,704,79,602,636,150,580,482,306,5,2023_11_15 11:19:21,18
4569,4570,WE,Dome,EndZone_792.png ,670,952,22,664,932,46,624,908,90,610,852,148,540,714,301,5,2023_11_15 11:20:36,18
4570,4571,WE,Staging-Mirage,EndZone_793.png ,264,578,22,250,590,45,268,632,89,266,664,147,374,556,301,5,2023_11_15 11:21:14,18
4571,4572,SP,Bean,EndZone_794.png ,206,624,19,206,624,40,246,624,79,312,600,151,466,574,305,5,2023_11_15 11:21:52,18
4572,4573,WE,Climatizer,EndZone_795.png ,798,298,22,776,294,44,738,320,91,696,356,148,640,498,303,5,2023_11_15 11:22:29,18
4573,4574,SP,Mill,EndZone_796.png ,104,382,21,126,376,41,164,382,80,216,430,151,368,466,305,5,2023_11_15 11:23:07,18
4574,4575,WE,Lava Fissure,EndZone_797.png ,122,474,21,142,474,46,142,432,91,192,414,148,348,424,303,5,2023_11_15 11:23:45,18
4575,4576,SP,Cascade Balls,EndZone_798.png ,570,526,20,578,508,40,606,530,80,632,550,149,500,464,306,5,2023_11_15 11:24:23,18
4576,4577,WE,Launch Site,EndZone_799.png ,626,990,22,630,966,46,614,924,91,584,876,149,600,722,301,5,2023_11_15 11:25:01,18
4577,4578,SP,Cascade,EndZone_80 (2).png ,454,406,21,468,420,40,428,420,79,458,364,151,576,462,305,5,2024_03_24 15:16:13,18
4578,4579,SP,Cascade,EndZone_80.png ,458,364,20,440,374,40,446,370,81,416,418,150,570,438,305,5,2023_11_07 09:03:57,18
4579,4580,WE,Monument,EndZone_800.png ,554,516,22,566,512,46,542,528,91,556,498,149,628,588,301,5,2023_11_15 11:25:38,18
4580,4581,WE,Tree,EndZone_801.png ,458,920,22,470,910,46,512,904,92,504,852,149,468,700,301,5,2023_11_15 11:26:16,18
4581,4582,SP,Storm Catcher,EndZone_802.png ,750,516,19,760,510,40,740,528,80,674,524,150,544,440,305,5,2023_11_15 11:26:54,18
4582,4583,SP,Echo,EndZone_803.png ,664,800,20,664,780,41,664,780,80,658,710,149,534,616,305,5,2023_11_15 11:27:32,18
4583,4584,SP,Cascade Balls,EndZone_804.png ,516,554,20,516,554,40,536,558,80,576,516,150,438,496,306,5,2023_11_15 11:28:10,18
4584,4585,WE,Overlook,EndZone_805.png ,782,370,23,780,390,46,784,432,90,734,456,147,582,482,301,5,2023_11_15 11:28:49,18
4585,4586,WE,SkyW-Trials,EndZone_806.png ,236,244,21,250,232,44,294,240,90,292,296,147,372,426,301,5,2023_11_15 11:29:26,18
4586,4587,WE,FragE-NoName,EndZone_807.png ,580,524,21,578,524,45,606,502,92,616,480,149,544,608,301,5,2023_11_15 11:30:04,18
4587,4588,WE,Thermal Station,EndZone_81 (2).png ,250,840,22,268,842,46,250,808,92,246,756,147,352,644,301,5,2024_03_24 15:16:45,18
4588,4589,WE,Harvester,EndZone_81.png ,454,684,22,458,690,46,458,692,90,510,682,149,392,748,302,5,2023_11_07 09:04:35,18
4589,4590,SP,Barometer,EndZone_810.png ,424,726,20,408,730,40,440,732,81,460,664,151,542,532,305,5,2023_11_15 18:21:40,18
4590,4591,WE,Survey-Epicenter,EndZone_813.png ,630,130,23,616,150,46,584,182,90,594,238,147,506,364,301,5,2023_11_15 18:23:25,18
4591,4592,WE,Climatizer,EndZone_818.png ,710,244,22,706,266,45,662,264,91,662,318,147,608,462,303,5,2023_11_15 18:26:34,18
4592,4593,SP,Cascade Balls,EndZone_82.png ,708,542,20,694,552,41,708,530,80,736,472,150,580,466,305,5,2024_03_24 15:17:19,18
4593,4594,SP,Storm Catcher,EndZone_83 (2).png ,750,510,19,752,512,41,742,490,82,670,496,149,542,414,306,5,2024_03_24 15:17:52,18
4594,4595,WE,SkyW-Trials,EndZone_83.png ,112,270,21,134,274,45,174,298,91,222,328,147,284,468,301,5,2023_11_07 09:06:01,18
4595,4596,WE,Countdown,EndZone_834.png ,240,360,22,224,366,46,248,332,92,284,362,148,424,426,302,5,2023_11_15 18:36:13,18
4596,4597,WE,Countdown,EndZone_84.png ,240,396,22,232,408,46,222,372,91,226,420,147,378,440,303,5,2024_03_24 15:18:25,18
4597,4598,SP,Northpad,EndZone_857.png ,504,262,19,504,264,41,490,276,81,538,280,151,480,422,306,5,2023_11_16 19:57:24,18
4598,4599,SP,Beast,EndZone_858.png ,106,310,22,124,312,40,164,318,80,228,348,150,384,336,305,5,2023_11_16 19:58:01,18
4599,4600,WE,Survey-Epicenter,EndZone_859.png ,626,120,23,618,144,45,596,186,91,590,242,147,544,388,301,5,2023_11_16 19:58:39,18
4600,4601,WE,Lava Fissure,EndZone_86.png ,138,458,22,140,442,44,148,408,90,194,440,149,342,480,301,5,2024_03_24 15:19:30,18
4601,4602,SP,Beast,EndZone_860.png ,166,368,20,186,370,40,190,370,80,238,422,149,374,500,305,5,2023_11_16 19:59:17,18
4602,4603,WE,Thermal Station,EndZone_861.png ,178,776,22,162,770,46,204,778,90,256,760,147,400,708,301,5,2023_11_16 19:59:54,18
4603,4604,WE,SkyW-Trials,EndZone_862.png ,234,192,22,234,192,45,272,218,92,306,262,148,374,402,302,5,2023_11_16 20:00:32,18
4604,4605,SP,Barometer,EndZone_863.png ,400,768,20,406,750,41,424,720,79,416,650,149,470,504,306,5,2023_11_16 20:01:11,18
4605,4606,SP,Checkpoint,EndZone_864.png ,272,402,20,290,410,41,284,392,80,354,388,151,468,492,306,5,2023_11_16 20:01:50,18
4606,4607,WE,Landslide,EndZone_866.png ,294,424,21,290,422,46,326,444,90,344,426,147,472,492,302,5,2023_11_16 20:03:05,18
4607,4608,WE,SkyW-Trials,EndZone_869.png ,236,244,21,250,232,44,294,240,90,292,296,147,372,426,301,5,2023_11_16 20:04:57,18
4608,4609,WE,Harvester,EndZone_87.png ,408,604,22,418,594,46,408,614,92,370,630,149,462,548,301,5,2024_03_24 15:20:03,18
4609,4610,WE,Survey-Epicenter,EndZone_874.png ,530,150,22,536,170,45,560,208,91,570,264,149,518,410,302,5,2023_11_16 20:07:58,18
4610,4611,SP,Ceto-Station,EndZone_876.png ,356,472,20,352,486,40,336,524,82,368,580,151,492,488,305,5,2023_11_16 20:09:14,18
4611,4612,SP,Pylon,EndZone_879.png ,608,744,19,618,744,40,620,704,79,602,636,150,580,482,306,5,2023_11_16 20:11:07,18
4612,4613,WE,Survey-Epicenter,EndZone_88.png ,644,114,23,634,136,45,598,166,92,562,210,149,476,336,301,5,2023_11_07 09:14:27,18
4613,4614,SP,Bean,EndZone_880.png ,296,500,20,284,504,40,272,540,81,342,520,151,470,436,306,5,2023_11_16 20:11:45,18
4614,4615,SP,Cascade Balls,EndZone_882.png ,606,560,20,588,556,41,562,560,80,540,620,151,450,494,306,5,2023_11_16 20:13:01,18
4615,4616,SP,Checkpoint,EndZone_883.png ,258,402,20,274,392,40,292,364,79,362,370,151,514,402,305,5,2023_11_16 20:13:39,18
4616,4617,SP,Lightning Rode,EndZone_885.png ,864,164,20,854,180,40,836,216,80,778,256,151,708,396,305,5,2023_11_16 20:14:55,18
4617,4618,SP,Lightning Rode,EndZone_886.png ,876,216,21,852,222,40,820,244,80,752,264,151,702,410,306,5,2023_11_16 20:15:33,18
4618,4619,SP,Northpad,EndZone_888.png ,308,202,20,326,202,41,340,238,80,352,308,151,436,440,305,5,2023_11_16 20:16:48,18
4619,4620,SP,Wall,EndZone_889.png ,632,226,20,624,212,40,590,214,79,574,282,150,532,432,306,5,2023_11_16 20:17:26,18
4620,4621,SP,Coastal,EndZone_89.png ,508,886,19,508,886,40,494,850,80,508,782,149,552,634,305,5,2024_03_24 15:21:09,18
4621,4622,WE,Lava Fissure,EndZone_891.png ,172,342,23,182,332,46,194,374,91,202,424,147,338,498,303,5,2023_11_16 20:18:42,18
4622,4623,WE,SkyW-Trials,EndZone_893.png ,288,218,22,304,208,46,322,246,91,356,294,149,472,392,301,5,2023_11_16 20:19:57,18
4623,4624,WE,Thermal Station,EndZone_894.png ,202,728,22,202,710,46,236,714,91,206,674,148,360,678,302,5,2023_11_16 20:20:35,18
4624,4625,WE,Harvester,EndZone_895.png ,466,618,21,474,612,46,464,610,91,438,660,149,538,656,301,5,2023_11_16 20:21:13,18
4625,4626,WE,Thermal Station,EndZone_896.png ,160,648,21,160,648,44,156,690,90,210,696,147,350,634,302,5,2023_11_16 20:21:50,18
4626,4627,SP,Coastal,EndZone_9.png ,568,804,20,560,786,40,532,756,80,536,686,149,446,560,305,5,2024_03_24 14:37:25,18
4627,4628,WE,Survey-Epicenter,EndZone_90.png ,598,226,22,582,234,44,560,260,91,564,312,147,508,452,301,5,2024_03_24 15:21:42,18
4628,4629,WE,Lava Fissure,EndZone_901.png ,194,488,22,198,494,45,204,456,92,248,474,147,390,530,302,5,2023_11_16 20:25:00,18
4629,4630,SP,Pylon,EndZone_902.png ,568,736,20,584,744,40,550,740,80,556,670,151,530,516,306,5,2023_11_16 20:25:38,18
4630,4631,WE,Harvester,EndZone_904.png ,414,808,21,398,796,44,362,822,91,412,836,147,428,686,301,5,2023_11_16 20:26:53,18
4631,4632,SP,Storm Catcher,EndZone_906.png ,824,388,20,818,408,40,786,432,80,722,458,151,574,506,307,5,2023_11_16 20:28:09,18
4632,4633,WE,Staging-Mirage,EndZone_908.png ,208,606,22,218,598,46,208,626,92,236,594,147,388,580,301,5,2023_11_16 20:29:25,18
4633,4634,SP,Barometer,EndZone_91 (2).png ,420,772,20,434,760,41,440,724,81,448,654,151,460,500,305,5,2024_03_24 15:22:15,18
4634,4635,WE,Thermal Station,EndZone_91.png ,262,754,22,248,748,46,216,746,92,258,724,147,408,696,302,5,2023_11_07 09:16:44,18
4635,4636,WE,Thermal Station,EndZone_911.png ,372,808,21,374,822,46,402,858,91,448,858,148,388,716,303,5,2023_11_17 19:52:36,18
4636,4637,WE,FragE-NoName,EndZone_912.png ,650,456,22,658,450,46,700,468,91,664,444,147,578,570,302,5,2023_11_17 19:53:14,18
4637,4638,SP,Mill,EndZone_913.png ,156,446,20,172,458,40,214,456,80,282,448,149,410,536,306,5,2023_11_17 19:53:52,18
4638,4639,WE,Lava Fissure,EndZone_914.png ,154,358,23,148,374,46,186,358,92,216,402,149,364,446,303,5,2023_11_17 19:54:29,18
4639,4640,SP,Barometer,EndZone_915.png ,442,694,19,452,702,40,462,724,80,502,668,149,442,524,305,5,2023_11_17 19:55:07,18
4640,4641,WE,Climatizer,EndZone_916.png ,754,280,22,732,278,46,720,316,92,696,368,149,548,412,303,5,2023_11_17 19:55:45,18
4641,4642,SP,Barometer,EndZone_917.png ,434,716,20,450,708,40,454,688,79,444,624,151,484,472,306,5,2023_11_17 19:56:23,18
4642,4643,SP,Storm Catcher,EndZone_918.png ,816,406,20,820,426,40,782,418,79,716,436,150,576,510,306,5,2023_11_17 19:57:00,18
4643,4644,WE,SkyW-Trials,EndZone_919.png ,336,154,22,356,158,46,360,204,91,354,260,147,470,362,303,5,2023_11_17 19:57:38,18
4644,4645,SP,Wall,EndZone_92.png ,618,36,21,608,56,40,612,98,82,564,148,151,604,298,306,5,2024_03_24 15:27:07,18
4645,4646,WE,Launch Site,EndZone_921.png ,648,964,22,628,954,46,624,906,91,612,852,148,576,702,300,5,2023_11_17 19:58:54,18
4646,4647,SP,Jurassic,EndZone_924.png ,566,620,19,558,620,40,558,582,79,616,576,151,530,448,306,5,2023_11_17 20:00:47,18
4647,4648,WE,Lava Siphon,EndZone_925.png ,606,736,23,624,738,46,600,736,91,576,768,148,502,634,302,5,2023_11_17 20:01:25,18
4648,4649,SP,Cascade Balls,EndZone_926.png ,528,546,20,530,544,40,536,582,80,518,602,151,514,448,306,5,2023_11_17 20:02:03,18
4649,4650,SP,Echo,EndZone_927.png ,650,848,21,640,832,40,620,796,82,616,726,149,532,594,305,5,2023_11_17 20:02:41,18
4650,4651,WE,SkyW-Trials,EndZone_928.png ,234,152,22,238,174,45,274,202,91,318,238,147,376,380,303,5,2023_11_17 20:03:18,18
4651,4652,SP,Northpad,EndZone_929.png ,400,152,20,414,166,41,438,198,80,458,266,149,470,420,306,5,2023_11_17 20:03:56,18
4652,4653,WE,Staging-Mirage,EndZone_93.png ,364,632,22,342,632,46,350,662,91,342,712,149,482,664,301,5,2024_03_24 15:27:40,18
4653,4654,WE,Staging-Mirage,EndZone_930.png ,208,538,22,216,552,46,216,582,91,186,542,147,340,536,302,5,2023_11_17 20:04:34,18
4654,4655,WE,Lava Fissure,EndZone_931.png ,98,310,22,104,330,45,136,364,91,192,366,149,316,458,301,5,2023_11_17 20:05:11,18
4655,4656,WE,Stacks-Maude,EndZone_95.png ,780,842,23,784,820,46,748,796,91,726,742,148,578,704,302,5,2024_03_24 15:28:46,18
4656,4657,SP,Lightning Rode,EndZone_956.png ,826,374,20,828,392,40,788,404,80,718,392,151,594,486,305,5,2023_11_17 20:19:47,18
4657,4658,SP,Cascade,EndZone_960.png ,454,406,20,436,412,41,430,440,82,468,434,149,566,548,305,5,2023_11_17 20:22:17,18
4658,4659,WE,Stacks-Maude,EndZone_97.png ,748,816,22,728,818,45,740,776,92,714,728,149,632,598,302,5,2024_03_24 15:29:52,18
4659,4660,SP,Beast,EndZone_972.png ,104,280,20,126,282,40,166,282,80,230,304,150,312,436,305,5,2023_11_17 20:29:34,18
4660,4661,SP,Zeus,EndZone_975.png ,806,126,20,800,146,40,788,182,81,768,248,151,616,286,305,5,2023_11_17 20:31:28,18
4661,4662,SP,Storm Catcher,EndZone_985.png ,816,406,20,820,426,40,782,418,79,716,436,150,576,510,306,5,2023_11_21 19:20:01,18
4662,4663,SP,Northpad,EndZone_5101.png ,266,160,20,284,166,40,320,186,82,342,250,151,486,314,307,5,2024_04_16 23:10:08,18
4663,4664,WE,Staging-Mirage,EndZone_5102.png ,366,596,21,364,604,44,336,608,91,308,606,149,366,472,301,5,2024_04_16 23:10:41,18
4664,4665,SP,Barometer,EndZone_5103.png ,408,842,22,408,842,41,404,802,81,396,732,151,506,622,305,5,2024_04_16 23:11:15,18
4665,4666,WE,Monument,EndZone_5105.png ,478,472,23,478,456,46,456,468,92,484,468,149,574,474,301,5,2024_04_16 23:12:22,18
4666,4667,SP,Wall,EndZone_5106.png ,582,272,19,576,276,40,560,270,80,498,302,150,490,456,307,5,2024_04_16 23:12:56,18
